Hugo_Symbol,n
IL12A,4
IL13RA1,4
IL17B,4
IL17F,4
IL18BP,4
IL20RA,4
IL23A,4
IL25,4
ILDR1,4
ILDR2,4
IMPA1,4
INPP5J,4
INSC,4
INSM2,4
IPMK,4
IPO7,4
IQCC,4
IRF2,4
IRF8,4
IRX1,4
ISYNA1,4
ITFG1,4
ITGB1BP2,4
ITGBL1,4
ITPRIP,4
IVD,4
IVL,4
JADE1,4
JAGN1,4
JMJD4,4
JMJD6,4
JMJD7-PLA2G4B,4
JOSD1,4
JPH2,4
JRK,4
JRKL,4
JTB,4
JUN,4
KANK3,4
KAT7,4
KAT8,4
KATNA1,4
KATNBL1P6,4
KBTBD3,4
KBTBD7,4
KCMF1,4
KCNA3,4
KCNIP2,4
KCNJ11,4
KCNJ14,4
KCNJ3,4
KCNJ4,4
KCNJ5,4
KCNJ6,4
KCNK4,4
KCNMB2,4
KCTD10,4
KCTD16,4
KCTD20,4
KDELC1,4
KDELC2,4
KDELR2,4
KDELR3,4
KDM4D,4
KEAP1,4
KHDC3L,4
KHDRBS1,4
KIAA0226L,4
KIAA0895,4
KIAA1644,4
KIFC2,4
KLF3,4
KLHDC1,4
KLHDC4,4
KLHDC9,4
KLHL15,4
KLHL17,4
KLHL18,4
KLHL21,4
KLHL22,4
KLHL30,4
KLK14,4
KLK2,4
KLK3,4
KLK6,4
KLK8,4
KNSTRN,4
KPNA4,4
KPTN,4
KRBA2,4
KRBOX4,4
KRT13,4
KRT16,4
KRT17,4
KRT23,4
KRT78,4
KRTAP10-1,4
KRTAP10-5,4
KRTAP10-6,4
KRTAP12-3,4
KRTAP13-2,4
KRTAP15-1,4
KRTAP19-6,4
KRTAP4-1,4
KRTAP4-6,4
KRTAP6-3,4
LACE1,4
LACTB,4
LACTB2,4
LAIR1,4
LASP1,4
LAX1,4
LAYN,4
LCE2B,4
LCE2C,4
LCE2D,4
LCMT1,4
LCN10,4
LCTL,4
LDLRAD4,4
LDOC1,4
LENEP,4
LENG8,4
LEO1,4
LGALSL,4
LGMN,4
LHFPL4,4
LHX6,4
LIF,4
LILRB4,4
LIM2,4
LIMS1,4
LIN28A,4
LIN7C,4
LINC00326,4
LINC00521,4
LINC02910,4
LIPC,4
LIPI,4
LIPT1,4
LIX1,4
LMAN2,4
LMBR1,4
LMX1A,4
LMX1B,4
LPAR4,4
LRAT,4
LRFN4,4
LRIT1,4
LRIT2,4
LRP5L,4
LRPAP1,4
LRRC19,4
LRRC3B,4
LRRC4,4
LRRC59,4
LRRC6,4
LRRFIP2,4
LRRTM2,4
LRTM2,4
LRTOMT,4
LRWD1,4
LSM1,4
LSM11,4
LSP1,4
LY86,4
LYAR,4
LYNX1,4
LYZL4,4
MAB21L2,4
MAFB,4
MAGEA10,4
MAL2,4
MAMSTR,4
MAOB,4
MAP1LC3B2,4
MAP2K2,4
MAP3K14,4
MAP3K8,4
MAP4K5,4
MAPK13,4
MAPK14,4
MAPK8IP2,4
MAPRE1,4
MARCH3,4
MARCH8,4
MARVELD3,4
MBNL1,4
MBP,4
MC4R,4
MCAT,4
MCCC2,4
MCPH1,4
MDH1,4
MDP1,4
MED27,4
MED8,4
MEF2D,4
MEGF9,4
MEMO1,4
MEST,4
METAP1,4
METRNL,4
METTL11B,4
METTL14,4
METTL18,4
METTL21C,4
METTL9,4
MEX3C,4
MFAP3L,4
MFSD3,4
MFSD9,4
MGARP,4
MGMT,4
MGRN1,4
MIA,4
MID2,4
MIEF1,4
MIF4GD,4
MIIP,4
MINPP1,4
MIR1-2,4
MLF1,4
MLKL,4
MLLT1,4
MLXIP,4
MMAB,4
MMD2,4
MMP25,4
MMP3,4
MND1,4
MNT,4
MOCS3,4
MORF4L1,4
MORN3,4
MORN5,4
MOSPD1,4
MPI,4
MPP2,4
MPPED2,4
MRAP,4
MRAS,4
MRFAP1,4
MRGBP,4
MRGPRF,4
MRPL1,4
MRPL11,4
MRPL15,4
MRPL18,4
MRPL3,4
MRPL4,4
MRPL47,4
MRPL48,4
MRPL51,4
MRPL52,4
MRPL55,4
MRPL9,4
MRPS18C,4
MRPS27,4
MRPS5,4
MRPS7,4
MRPS9,4
MRS2,4
MS4A1,4
MS4A6A,4
MSANTD3,4
MSL1,4
MSLN,4
MSRA,4
MSRB3,4
MST4,4
MT1HL1,4
MT1JP,4
MT1M,4
MT2A,4
MTCH1,4
MTDH,4
MTERFD1,4
MTHFD2,4
MTMR1,4
MTPN,4
MTUS1,4
MUC13,4
MURC,4
MUS81,4
MYCN,4
MYL6,4
MYLIP,4
MYO1G,4
MYZAP,4
NAA30,4
NAA40,4
NADK,4
NAGK,4
NANS,4
NAP1L1,4
NAP1L4,4
NAPG,4
NBPF20,4
NCKIPSD,4
NDC1,4
NDRG3,4
NDUFAF5,4
NDUFB9,4
NECAP1,4
NECAP2,4
NEDD1,4
NEK2,4
NEK4,4
NEK6,4
NEURL2,4
NFIL3,4
NFKBIA,4
NHLRC1,4
NHP2L1,4
NIF3L1,4
NIM1K,4
NIP7,4
NIPA1,4
NIT2,4
NMNAT1,4
NMUR1,4
NNAT,4
NONO,4
NOTO,4
NOXO1,4
NPC2,4
NPIPB15,4
NPIPB5,4
NPSR1,4
NPTX2,4
NPY2R,4
NR0B1,4
NR1H3,4
NR1I2,4
NR2C1,4
NR2F2,4
NRAS,4
NRBP2,4
NREP,4
NRG2,4
NRIP3,4
NSFL1C,4
NSMAF,4
NSMCE1,4
NSMCE2,4
NSMCE4A,4
NT5DC1,4
NT5DC2,4
NTMT1,4
NTN4,4
NUCB2,4
NUCKS1,4
NUDC,4
NUDCD2,4
NUDT1,4
NUDT7,4
NUDT9,4
NUS1,4
NUSAP1,4
NXF2B,4
NYAP1,4
OAZ2,4
OAZ3,4
OCLN,4
OGFOD3,4
OLA1,4
OLFM1,4
OLFM2,4
OLFML1,4
OLIG3,4
OPA3,4
OPN3,4
OPRD1,4
OR10A3,4
OR10A5,4
OR10A6,4
OR10G2,4
OR10G7,4
OR10H3,4
OR10H5,4
OR10Q1,4
OR10T2,4
OR10X1,4
OR11H6,4
OR13C2,4
OR13F1,4
OR1J1,4
OR1L4,4
OR1L6,4
OR2A14,4
OR2AG2,4
OR2B2,4
OR2C3,4
OR2D3,4
OR2M4,4
OR2M7,4
OR2W3,4
OR3A2,4
OR4C13,4
OR4N5,4
OR51A2,4
OR51A4,4
OR51B6,4
OR51I2,4
OR5AU1,4
OR5D13,4
OR5H14,4
OR5H15,4
OR6C3,4
OR6C65,4
OR6F1,4
OR6Y1,4
OR7D4,4
OR7E24,4
OR8B8,4
OR8U1,4
OSBP,4
OSCAR,4
OTOP1,4
OTUB1,4
OTUD6A,4
OVOL1,4
OXCT1,4
P2RX5,4
P4HA2,4
PACRG,4
PADI4,4
PAEP,4
PAFAH1B1,4
PAFAH2,4
PAGE3,4
PAGR1,4
PALM,4
PAN3,4
PANX1,4
PAPD7,4
PAQR6,4
PARS2,4
PARVB,4
PATL1,4
PATZ1,4
PAX1,4
PAX7,4
PBK,4
PBX2,4
PBX4,4
PCGF2,4
PCMT1,4
PCTP,4
PCYOX1L,4
PCYT2,4
PDCD1,4
PDCD2L,4
PDE6B,4
PDE7A,4
PDGFB,4
PDLIM4,4
PDZD3,4
PEX19,4
PEX3,4
PEX7,4
PFAS,4
PFDN2,4
PFKFB4,4
PGA5,4
PGAM4,4
PGC,4
PGGT1B,4
PGLS,4
PGLYRP4,4
PGM1,4
PGRMC1,4
PHF23,4
PHLDA1,4
PHLDA3,4
PHYHIP,4
PHYHIPL,4
PI4K2A,4
PIANP,4
PIAS3,4
PICK1,4
PIGL,4
PIGZ,4
PIK3R5,4
PIN4,4
PINX1,4
PIP4K2B,4
PIPOX,4
PIRT,4
PKN3,4
PKNOX1,4
PKP3,4
PLA2G15,4
PLA2G3,4
PLA2G4E,4
PLAA,4
PLAC8,4
PLAU,4
PLAUR,4
PLBD1,4
PLBD2,4
PLCD1,4
PLCXD1,4
PLEKHG4,4
PLEKHH3,4
PLEKHM1P,4
PLEKHM2,4
PLET1,4
PLIN1,4
PLOD1,4
PLP1,4
PLRG1,4
PLSCR2,4
PM20D2,4
PMCH,4
PMPCA,4
PMS2CL,4
PNPLA3,4
PNRC1,4
POLB,4
POLG2,4
POLM,4
POLR1C,4
POLR1D,4
POLR2F,4
POM121L12,4
POM121L9P,4
POMGNT2,4
POMP,4
PON3,4
POP5,4
POPDC3,4
POU4F1,4
PPAN,4
PPAPDC3,4
PPARA,4
PPIAL4G,4
PPIF,4
PPM1D,4
PPM1J,4
PPM1K,4
PPM1L,4
PPME1,4
PPP1CB,4
PPP1CC,4
PPP1R15A,4
PPP1R16B,4
PPP1R32,4
PPP1R36,4
PPP1R7,4
PPP1R8,4
PPP1R9B,4
PPP2R2B,4
PPP2R5A,4
PPP6R2,4
PRAMEF12,4
PRB1,4
PRB4,4
PRDM13,4
PRDM7,4
PRDX3,4
PRDX5,4
PRDX6,4
PRH2,4
PRICKLE4,4
PRKAB1,4
PRKAB2,4
PRKAG3,4
PRKCI,4
PRLR,4
PRMT6,4
PRNT,4
PROSC,4
PROZ,4
PRPF18,4
PRPS1,4
PRPSAP2,4
PRRG3,4
PRRT1,4
PRRT2,4
PRSS16,4
PRSS23,4
PRSS54,4
PRSS55,4
PRSS58,4
PRSS8,4
PSAT1,4
PSKH2,4
PSMA2,4
PSMA3,4
PSMA6,4
PSMD2,4
PSME1,4
PSMF1,4
PSMG2,4
PTDSS2,4
PTGES3,4
PTGFR,4
PTK6,4
PTPN2,4
PTX3,4
PUF60,4
PVALB,4
PVRIG,4
PXK,4
PYGO2,4
PYROXD1,4
QKI,4
QTRTD1,4
RAB11A,4
RAB12,4
RAB19,4
RAB1B,4
RAB25,4
RAB5C,4
RABEPK,4
RABGGTA,4
RACGAP1,4
RAD23B,4
RAD9A,4
RALY,4
RALYL,4
RAN,4
RANBP9,4
RAP1GAP,4
RAP2B,4
RASSF7,4
RBBP9,4
RBM11,4
RBM22,4
RBM38,4
RBM45,4
RBM46,4
RBMXL2,4
RBP2,4
RCC1,4
RCOR3,4
RDH12,4
RDH14,4
RDH8,4
RENBP,4
RFC3,4
RFNG,4
RFPL4A,4
RFX8,4
RGR,4
RGS1,4
RHOJ,4
RHOT2,4
RHOXF2,4
RIC8B,4
RIMBP3,4
RIMKLA,4
RIOK2,4
RIPK3,4
RIT2,4
RLBP1,4
RMDN2,4
RN7SL214P,4
RNASE7,4
RNASEH2A,4
RND1,4
RNF112,4
RNF113B,4
RNF115,4
RNF121,4
RNF139,4
RNF144A,4
RNF144B,4
RNF169,4
RNF180,4
RNF215,4
RNF26,4
RNGTT,4
RNPS1,4
RNU6-353P,4
ROPN1L,4
RP11-379K17.4,4
RP11-383H13.1,4
RP11-458D21.5,4
RP11-551L14.1,4
RP11-596D21.1,4
RP11-693N9.2,4
RP11-702L6.4,4
RP5-845O24.8,4
RP5-998N21.10,4
RPA3,4
RPL12,4
RPL13A,4
RPL18A,4
RPL22,4
RPL23,4
RPL23A,4
RPL27,4
RPL27A,4
RPL28,4
RPN1,4
RPS16,4
RPS6KA4,4
RQCD1,4
RSAD2,4
RSPH10B,4
RTF1,4
RTFDC1,4
RTN4R,4
RTN4RL1,4
RUNDC1,4
RUVBL1,4
RWDD2A,4
RWDD2B,4
RXRB,4
S1PR4,4
SAA2,4
SAAL1,4
SACM1L,4
SAMD10,4
SAMD12,4
SAMM50,4
SAP18,4
SARM1,4
SAT2,4
SBDS,4
SCARA3,4
SCD5,4
SCN3B,4
SCP2,4
SCPEP1,4
SCRT1,4
SDHB,4
SDR9C7,4
SEC11A,4
SEC14L4,4
SELENBP1,4
SENP5,4
SEPHS1,4
SEPSECS,4
SEPT11,4
SEPT5,4
SEPT7,4
SERINC2,4
SERPINA11,4
SERPINB1,4
SERPINB2,4
SERPINF1,4
SERTAD2,4
SF3A2,4
SFRP4,4
SFTA3,4
SFTPD,4
SGCB,4
SGCG,4
SGMS2,4
SGPP1,4
SH2D4A,4
SH3BGR,4
SH3BP5-AS1,4
SH3BP5L,4
SH3RF3,4
SH3YL1,4
SHC2,4
SHCBP1,4
SHKBP1,4
SIAH1,4
SIGLEC11,4
SIGLECL1,4
SIRT7,4
SKI,4
SLA,4
SLAIN1,4
SLAIN2,4
SLAMF6,4
SLAMF8,4
SLC10A3,4
SLC16A7,4
SLC17A3,4
SLC18A2,4
SLC1A1,4
SLC22A1,4
SLC22A20,4
SLC22A23,4
SLC22A4,4
SLC22A5,4
SLC24A5,4
SLC25A15,4
SLC25A27,4
SLC25A30,4
SLC25A36,4
SLC25A39,4
SLC25A41,4
SLC25A42,4
SLC25A44,4
SLC26A8,4
SLC27A6,4
SLC29A1,4
SLC29A2,4
SLC30A4,4
SLC30A7,4
SLC32A1,4
SLC35A4,4
SLC35C2,4
SLC35D2,4
SLC35E2,4
SLC35F1,4
SLC35F6,4
SLC39A14,4
SLC39A9,4
SLC3A2,4
SLC47A1,4
SLC4A9,4
SLC51B,4
SLC6A1,4
SLC6A10P,4
SLC6A11,4
SLC7A8,4
SLC9B2,4
SLCO2B1,4
SMARCB1,4
SMIM43,4
SMNDC1,4
SMOC2,4
SMUG1,4
SNAP23,4
SNAPC4,4
SNRNP40,4
SNRNP48,4
SNRPG,4
SNW1,4
SNX10,4
SNX33,4
SNX4,4
SOAT2,4
SOHLH1,4
SOHLH2,4
SOX10,4
SOX7,4
SPACA3,4
SPAG11A,4
SPANXN3,4
SPATA31E1,4
SPATA5L1,4
SPATS1,4
SPATS2,4
SPDEF,4
SPDYE3,4
SPDYE4,4
SPI1,4
SPINK2,4
SPINT1,4
SPIRE2,4
SPOCK2,4
SPOCK3,4
SPR,4
SPZ1,4
SQLE,4
SRC,4
SRI,4
SRM,4
SRP14,4
SRP72,4
SRPX2,4
SRSF8,4
SRXN1,4
SSB,4
SSX7,4
ST3GAL2,4
ST6GAL1,4
ST6GALNAC5,4
ST8SIA6,4
STAG3L5P-PVRIG2P-PILRB,4
STAP1,4
STEAP1B,4
STEAP3,4
STK25,4
STMN4,4
STRADA,4
STRAP,4
STRC,4
STS,4
STT3A,4
STX11,4
SUCLA2,4
SULT1A1,4
SULT1A2,4
SULT1C3,4
SULT1C4,4
SUMF2,4
SURF1,4
SWAP70,4
SYCE1,4
SYN3,4
SYT4,4
SYT8,4
SYTL1,4
SYVN1,4
T,4
TACO1,4
TADA3,4
TAF1C,4
TAF9B,4
TAS2R14,4
TAS2R38,4
TAS2R46,4
TAS2R5,4
TAS2R50,4
TBC1D10A,4
TBC1D13,4
TBC1D22A,4
TBC1D3G,4
TBCA,4
TBL2,4
TCAIM,4
TCEAL2,4
TCEAL3,4
TCEB3C,4
TCF7L1,4
TCP1,4
TCP10,4
TDO2,4
TDP2,4
TDRD3,4
TDRD7,4
TEAD3,4
TEKT3,4
TESPA1,4
TEX36,4
TEX37,4
TEX9,4
TFAP2A-AS1,4
TFB1M,4
TFG,4
TFPI,4
TFPT,4
TGFB1,4
THAP2,4
THOP1,4
THPO,4
THRA,4
TICAM1,4
TIFA,4
TIGD7,4
TIMD4,4
TIMM17A,4
TIMM21,4
TIMM50,4
TIMP3,4
TIPIN,4
TIPRL,4
TKT,4
TM4SF1,4
TM4SF20,4
TMCO1,4
TMED1,4
TMED2,4
TMEM106B,4
TMEM115,4
TMEM120A,4
TMEM140,4
TMEM150C,4
TMEM151B,4
TMEM161B,4
TMEM163,4
TMEM165,4
TMEM167A,4
TMEM168,4
TMEM17,4
TMEM175,4
TMEM180,4
TMEM182,4
TMEM184A,4
TMEM185A,4
TMEM19,4
TMEM190,4
TMEM191A,4
TMEM192,4
TMEM194B,4
TMEM204,4
TMEM215,4
TMEM223,4
TMEM242,4
TMEM248,4
TMEM260,4
TMEM35,4
TMEM38B,4
TMEM56,4
TMEM59,4
TMEM70,4
TMEM79,4
TMEM80,4
TMEM81,4
TMEM8C,4
TMOD3,4
TMPRSS11A,4
TMPRSS13,4
TMSB15B,4
TMUB2,4
TMX3,4
TNFAIP8L2,4
TNFRSF10D,4
TNFRSF14,4
TNFRSF19,4
TNFRSF9,4
TNFSF10,4
TNNI1,4
TNNT3,4
TOMM34,4
TOP3A,4
TP53TG3D,4
TP53TG5,4
TPRG1,4
TPST1,4
TRBV5-4,4
TREX2,4
TRGC1,4
TRH,4
TRHR,4
TRIM2,4
TRIM35,4
TRIM51HP,4
TRIM68,4
TRIML2,4
TRIP6,4
TRMT10C,4
TRMT1L,4
TRNAU1AP,4
TSC22D3,4
TSG101,4
TSN,4
TSNAX,4
TSNAXIP1,4
TSPAN17,4
TSTA3,4
TTC16,4
TTC9C,4
TTF1,4
TTLL1,4
TTLL13,4
TTLL9,4
TTPA,4
TTR,4
TTYH1,4
TUBA4A,4
TUBB,4
TUBB1,4
TUBB2A,4
TUBB3,4
TUFM,4
TUFT1,4
TWF1,4
TWSG1,4
TXNRD1,4
TXNRD3NB,4
UBASH3B,4
UBE2A,4
UBE2B,4
UBE2D1,4
UBE2D4,4
UBE2T,4
UBE2V2,4
UBE2Z,4
UBIAD1,4
UBL7,4
UBQLN1,4
UBQLNL,4
UBXN10,4
UBXN11,4
UBXN2A,4
UBXN2B,4
UBXN8,4
UCP1,4
UCP3,4
UFC1,4
UFD1L,4
UGCG,4
UGT1A3,4
UGT1A5,4
UGT1A8,4
UGT1A9,4
UGT2B28,4
UIMC1,4
UNC50,4
UPP2,4
USH1G,4
USP16,4
USP22,4
USP27X,4
UTP15,4
UTP6,4
UVRAG,4
VAMP3,4
VAMP5,4
VAPB,4
VAX1,4
VDAC1,4
VEGFA,4
VGLL2,4
VIM,4
VIPAS39,4
VN1R1,4
VN1R2,4
VPS26B,4
VPS35,4
VPS4A,4
VSIG10L,4
VSTM1,4
VSTM2B,4
VWA2,4
VWA5A,4
WASF3,4
WBP1L,4
WBP4,4
WBSCR27,4
WDFY2,4
WDR31,4
WDR43,4
WDR45B,4
WDR5,4
WDR53,4
WDR61,4
WDR92,4
WDSUB1,4
WDTC1,4
WFDC12,4
WFDC8,4
WHAMM,4
WIBG,4
WIF1,4
WIPI2,4
WISP2,4
WNT10B,4
WNT3A,4
XIAP,4
XK,4
XKR9,4
YARS2,4
YES1,4
YIF1B,4
YOD1,4
YPEL5,4
YTHDC2,4
YY2,4
ZACN,4
ZBP1,4
ZBTB17,4
ZBTB33,4
ZBTB4,4
ZC3H10,4
ZC3H3,4
ZC3H4,4
ZCCHC14,4
ZCCHC18,4
ZCCHC4,4
ZCWPW2,4
ZDHHC13,4
ZDHHC3,4
ZFP14,4
ZFP2,4
ZFP57,4
ZIC5,4
ZIM2,4
ZKSCAN8,4
ZMAT4,4
ZMYND10,4
ZMYND11,4
ZNF132,4
ZNF141,4
ZNF143,4
ZNF146,4
ZNF197,4
ZNF20,4
ZNF252P,4
ZNF257,4
ZNF280B,4
ZNF282,4
ZNF287,4
ZNF295-AS1,4
ZNF30,4
ZNF302,4
ZNF317,4
ZNF319,4
ZNF324B,4
ZNF326,4
ZNF331,4
ZNF346,4
ZNF354C,4
ZNF358,4
ZNF383,4
ZNF395,4
ZNF396,4
ZNF397,4
ZNF398,4
ZNF419,4
ZNF443,4
ZNF467,4
ZNF513,4
ZNF530,4
ZNF571,4
ZNF589,4
ZNF598,4
ZNF599,4
ZNF622,4
ZNF641,4
ZNF645,4
ZNF667,4
ZNF668,4
ZNF670,4
ZNF674,4
ZNF679,4
ZNF697,4
ZNF726,4
ZNF736,4
ZNF75A,4
ZNF774,4
ZNF792,4
ZNF793,4
ZNF862,4
ZNF883,4
ZP1,4
ZPBP2,4
ZSCAN16,4
ZSCAN25,4
ZSWIM1,4
ZXDA,4
AATK-AS1,3
ABCB9,3
ABHD1,3
ABHD12B,3
ABHD16B,3
ABO,3
AC009365.3,3
AC012317.1,3
AC079612.1,3
AC084125.4,3
AC096670.3,3
AC112229.4,3
ACAD8,3
ACADL,3
ACADM,3
ACADVL,3
ACBD4,3
ACCS,3
ACER2,3
ACOT12,3
ACOT4,3
ACOT7,3
ACPT,3
ACSL1,3
ACSM1,3
ACSS2,3
ACTBL2,3
ACTR3,3
ADAM21P1,3
ADAMTS8,3
ADAT1,3
ADIPOR2,3
ADK,3
ADM5,3
ADORA2B,3
ADRA2A,3
ADRB2,3
ADRB3,3
AFG3L1P,3
AFMID,3
AGFG1,3
AGPAT5,3
AHCYL1,3
AICDA,3
AJUBA,3
AK8,3
AKAP10,3
AKAP14,3
AKAP7,3
AKR1A1,3
AKR1E2,3
ALDH16A1,3
ALDH1A2,3
ALDH1B1,3
ALDOC,3
ALG1L2,3
ALKBH2,3
ALPPL2,3
AMER2,3
AMIGO1,3
AMMECR1,3
AMPD2,3
ANGPT2,3
ANGPTL7,3
ANKDD1B,3
ANKMY2,3
ANKRD10,3
ANKRD13A,3
ANKRD16,3
ANKRD2,3
ANKRD20A14P,3
ANKRD20A4,3
ANKRD37,3
ANKRD42,3
ANKRD49,3
ANKRD53,3
ANKRD54,3
ANO7,3
ANP32AP1,3
ANP32B,3
AP1S1,3
AP4S1,3
AP5S1,3
APCS,3
APITD1,3
APOBEC2,3
APOBEC3F,3
APOD,3
APOL1,3
APOO,3
AQP8,3
AREG,3
ARF3,3
ARFGAP3,3
ARFRP1,3
ARHGDIA,3
ARHGEF37,3
ARIH2,3
ARL11,3
ARL13B,3
ARL15,3
ARMC1,3
ARRB1,3
ARRDC4,3
ART3,3
ART4,3
ARV1,3
ASAH2,3
ASB10,3
ASB4,3
ASPDH,3
ATAD3C,3
ATF1,3
ATF4P4,3
ATF5,3
ATG14,3
ATG4C,3
ATL1,3
ATOH8,3
ATP5O,3
ATP5S,3
ATP6V0D2,3
ATP6V1C2,3
ATP6V1E2,3
ATP6V1H,3
ATPIF1,3
ATRAID,3
ATXN10,3
ATXN1L,3
AUP1,3
AURKAPS1,3
AVEN,3
AZGP1,3
B2M,3
B3GALNT2,3
B3GAT1,3
B4GALT7,3
B9D1,3
BAG1,3
BAG2,3
BANP,3
BARHL1,3
BARX2,3
BCCIP,3
BCDIN3D,3
BCL2L12,3
BCL3,3
BEND5,3
BET1,3
BFAR,3
BFSP2,3
BHLHE40,3
BIN2,3
BIRC7,3
BLCAP,3
BLOC1S2,3
BLOC1S5,3
BMF,3
BMP4,3
BMP6,3
BPHL,3
BPIFA3,3
BRMS1,3
BRMS1L,3
BST1,3
BTBD18,3
BTG3,3
BUD13,3
BZW2,3
C10orf105,3
C10orf107,3
C10orf35,3
C10orf82,3
C10orf88,3
C10orf91,3
C11orf54,3
C11orf65,3
C11orf70,3
C11orf71,3
C11orf85,3
C11orf95,3
C12orf39,3
C12orf43,3
C12orf44,3
C13orf35,3
C14orf105,3
C14orf182,3
C15orf32,3
C15orf48,3
C16orf11,3
C16orf58,3
C16orf59,3
C17orf102,3
C17orf72,3
C17orf99,3
C18orf21,3
C18orf25,3
C18orf8,3
C19orf12,3
C19orf18,3
C19orf40,3
C19orf45,3
C19orf55,3
C19orf73,3
C1QL1,3
C1QTNF4,3
C1QTNF9,3
C1orf110,3
C1orf159,3
C1orf21,3
C1orf213,3
C1orf220,3
C1orf226,3
C1orf50,3
C1orf61,3
C1orf68,3
C20orf196,3
C20orf27,3
C21orf91,3
C22orf24,3
C22orf42,3
C22orf46,3
C2CD2,3
C2CD4D,3
C2ORF15,3
C2orf43,3
C2orf48,3
C2orf61,3
C2orf62,3
C2orf69,3
C2orf88,3
C3orf22,3
C3orf27,3
C3orf36,3
C3orf38,3
C3orf55,3
C3orf58,3
C3orf70,3
C4A,3
C4orf27,3
C4orf3,3
C4orf36,3
C5orf20,3
C5orf27,3
C5orf38,3
C6orf136,3
C6orf141,3
C6orf163,3
C6orf201,3
C6orf47-AS1,3
C6orf58,3
C7orf49,3
C8orf22,3
C8orf33,3
C8orf34,3
C8orf44,3
C8orf48,3
C8orf74,3
C8orf86,3
C9orf117,3
C9orf135,3
C9orf37,3
C9orf50,3
C9orf57,3
C9orf66,3
CA12,3
CA2,3
CABP2,3
CACNA2D3-AS1,3
CACNG1,3
CACNG2,3
CACNG8,3
CACUL1,3
CALU,3
CAMK4,3
CAP1,3
CAPN15,3
CAPN7,3
CAPZA3,3
CASC3,3
CASD1,3
CASP14,3
CASP6,3
CAT,3
CATSPER2P1,3
CAV3,3
CBLN3,3
CBWD2,3
CBY1,3
CCDC107,3
CCDC109B,3
CCDC126,3
CCDC144CP,3
CCDC144NL,3
CCDC176,3
CCDC23,3
CCDC28A,3
CCDC28B,3
CCDC53,3
CCDC54,3
CCDC6,3
CCDC77,3
CCDC89,3
CCDC9,3
CCKBR,3
CCL21,3
CCL23,3
CCL24,3
CCL25,3
CCL3,3
CCL4,3
CCNB1,3
CCND1,3
CCNG2,3
CCNY,3
CCR5,3
CCRN4L,3
CCS,3
CCT5,3
CD151,3
CD164L2,3
CD180,3
CD274,3
CD28,3
CD300C,3
CD300LB,3
CD37,3
CD3E,3
CD3G,3
CD53,3
CD58,3
CD59,3
CD6,3
CD70,3
CDC25A,3
CDC34,3
CDCP2,3
CDK15,3
CDK7,3
CDKN1A,3
CDKN2AIP,3
CDR1,3
CDRT15,3
CDT1,3
CEACAM19,3
CEBPZ,3
CECR5,3
CENPB,3
CENPN,3
CEP170P1,3
CEP57L1,3
CEP76,3
CERCAM,3
CERK,3
CERS5,3
CERS6,3
CES3,3
CETN1,3
CETP,3
CGB5,3
CH17-132F21.1,3
CHAD,3
CHADL,3
CHCHD2,3
CHCHD3,3
CHCHD4,3
CHCHD5,3
CHGA,3
CHIC2,3
CHMP1B,3
CHMP5,3
CHMP7,3
CHODL,3
CHP1,3
CHP2,3
CHRM4,3
CHRNA7,3
CHST8,3
CHURC1,3
CIB2,3
CILP2,3
CINP,3
CISD3,3
CKS1B,3
CLDN22,3
CLDN4,3
CLDN9,3
CLEC12A,3
CLEC12B,3
CLEC18B,3
CLEC18C,3
CLEC4G,3
CLEC7A,3
CLECL1,3
CLGN,3
CLHC1,3
CLIC4,3
CLNS1A,3
CLPS,3
CLPSL2,3
CLTA,3
CMPK1,3
CMTM2,3
CNIH2,3
CNIH4,3
CNNM1,3
CNOT6L,3
CNRIP1,3
COA1,3
COA7,3
COLCA1,3
COMMD10,3
COMMD5,3
COMMD6,3
COMMD8,3
COQ10A,3
COQ3,3
COQ7,3
COX11,3
COX15,3
COX17,3
COX4I2,3
CPA3,3
CPA5,3
CPNE6,3
CRABP1,3
CRB2,3
CRB3,3
CREB1,3
CREB3L1,3
CREB3L2,3
CREG1,3
CRHBP,3
CRISP1,3
CRKL,3
CRLF1,3
CRTAP,3
CRTC3,3
CRYZ,3
CRYZL1,3
CSF1R,3
CSN1S1,3
CSNK1A1P1,3
CSNK2A1,3
CSNK2A2,3
CSNK2B,3
CSRP1,3
CST1,3
CST5,3
CST7,3
CSTF1,3
CTBP1,3
CTBP1-AS2,3
CTBS,3
CTC-457E21.3,3
CTC-499B15.4,3
CTDSP2,3
CTDSPL,3
CTLA4,3
CTRC,3
CTSL3P,3
CTSO,3
CTXN2,3
CUBNP3,3
CUZD1,3
CXADRP3,3
CXCL1,3
CXCL10,3
CXCR2,3
CXCR2P1,3
CXCR6,3
CXXC4,3
CXorf21,3
CXorf38,3
CXorf64,3
CYB561A3,3
CYB5D2,3
CYB5R2,3
CYB5RL,3
CYC1,3
CYP17A1,3
CYP1A1,3
CYP26A1,3
CYP2B7P,3
CYP2E1,3
CYP2R1,3
CYP4V2,3
CYP4Z1,3
CYP4Z2P,3
CYR61,3
CYTH2,3
D2HGDH,3
DAPP1,3
DAZL,3
DBF4,3
DBNDD2,3
DBNL,3
DCAF10,3
DCD,3
DCLRE1A,3
DCP1B,3
DCPS,3
DCTN5,3
DCUN1D3,3
DCUN1D5,3
DDX1,3
DDX19B,3
